title,year,rating,dubious,imdbid,id,década,title
A Christmas Prince,2017,3,0.0,7608418,7942,2010s,A Christmas Prince
El Camino Christmas,2017,2,0.0,3255590,7945,2010s,El Camino Christmas
Star Wars: The Last Jedi,2017,3,0.0,2527336,7946,2010s,Star Wars: The Last Jedi
Molly&#39;s Game,2017,3,0.0,4209788,7948,2010s,Molly&#39;s Game
"Babysitter, The",2017,3,0.0,4225622,7949,2010s,The Babysitter
"Disaster Artist, The",2017,3,0.0,3521126,7950,2010s,The Disaster Artist
"Shape of Water, The",2017,3,0.0,5580390,7951,2010s,The Shape of Water
"Three Billboards Outside Ebbing, Missouri",2017,3,0.0,5027774,7953,2010s,"Three Billboards Outside Ebbing, Missouri"
Wonder Wheel,2017,3,0.0,5825380,7954,2010s,Wonder Wheel
Mudbound,2017,3,0.0,2396589,7956,2010s,Mudbound
Kidnap,2017,3,1.0,1458169,7958,2010s,Kidnap
Jumanji: Welcome to the Jungle,2017,3,0.0,2283362,7963,2010s,Jumanji: Welcome to the Jungle
Bright,2017,3,0.0,5519340,7966,2010s,Bright
Call Me by Your Name,2017,3,0.0,5726616,7970,2010s,Call Me by Your Name
Wilson,2017,3,0.0,1781058,7978,2010s,Wilson
All the Money in the World,2017,2,0.0,5294550,7979,2010s,All the Money in the World
Downsizing,2017,1,0.0,1389072,7980,2010s,Downsizing
Bushwick,2017,3,0.0,4720702,7981,2010s,Bushwick
Creep 2,2017,0,0.0,3654796,7982,2010s,Creep 2
"Greatest Showman, The",2017,3,1.0,1485796,7983,2010s,The Greatest Showman
"Dinner, The",2017,3,0.0,3203620,7984,2010s,The Dinner
Ver&oacute;nica,2017,3,0.0,5862312,7985,2010s,Ver&oacute;nica
Pitch Perfect 3,2017,3,0.0,4765284,7988,2010s,Pitch Perfect 3
Cherry Pop,2017,0,0.0,4807950,7989,2010s,Cherry Pop
Disco,2017,3,0.0,7401540,7994,2010s,Disco
"Jesus, Bro!",2017,1,0.0,5878326,7995,2010s,"Jesus, Bro!"
Descendants 2,2017,3,1.0,5117876,7996,2010s,Descendants 2
A Ghost Story,2017,1,0.0,6265828,8005,2010s,A Ghost Story
Sweet Virginia,2017,3,0.0,2582498,8074,2010s,Sweet Virginia
Mary and The Witch&#39;s Flower,2017,3,0.0,6336356,8015,2010s,Mary and The Witch&#39;s Flower
Phantom Thread,2017,3,0.0,5776858,8017,2010s,Phantom Thread
Darkest Hour,2017,2,0.0,4555426,8020,2010s,Darkest Hour
A man of integrity,2017,3,0.0,6776462,8023,2010s,A man of integrity
Paddington 2,2017,3,0.0,4468740,8024,2010s,Paddington 2
Berlin Syndrome,2017,1,0.0,3335606,8025,2010s,Berlin Syndrome
Wolf Warrior 2,2017,1,0.0,7131870,8026,2010s,Wolf Warrior 2
La llamada,2017,3,0.0,5176252,8027,2010s,La llamada
Tuntematon sotilas,2017,3,0.0,4065552,8031,2010s,Tuntematon sotilas
Hostiles,2017,3,0.0,5478478,8038,2010s,Hostiles
Daddy&#39;s Home 2,2017,3,1.0,5657846,8042,2010s,Daddy&#39;s Home 2
"Roman J. Israel, Esq.",2017,3,1.0,6000478,8044,2010s,"Roman J. Israel, Esq."
Beach Rats,2017,3,1.0,6303866,8045,2010s,Beach Rats
Mayhem,2017,3,0.0,4348012,8046,2010s,Mayhem
Ferdinand,2017,3,1.0,3411444,8048,2010s,Ferdinand
Loving Vincent,2017,1,0.0,3262342,8055,2010s,Loving Vincent
Mom and Dad,2017,3,0.0,5462326,8143,2010s,Mom and Dad
1922,2017,1,0.0,6214928,8078,2010s,1922
Going In Style,2017,1,0.0,2568862,8329,2010s,Going In Style
"Killing of a Sacred Deer, The",2017,3,0.0,5715874,8089,2010s,The Killing of a Sacred Deer
I Can Speak,2017,3,0.0,7342204,8093,2010s,I Can Speak
Singwa hamgge,2017,1,0.0,7160070,8094,2010s,Singwa hamgge
Fun Mom Dinner,2017,3,1.0,5829040,8096,2010s,Fun Mom Dinner
A Bad Moms Christmas,2017,3,0.0,6359956,8100,2010s,A Bad Moms Christmas
Thoroughbreds,2017,3,0.0,5649108,8103,2010s,Thoroughbreds
"Post, The",2017,3,1.0,6294822,8106,2010s,The Post
Thelma,2017,3,0.0,6304046,8113,2010s,Thelma
Ava,2017,3,0.0,6194530,8118,2010s,Ava
Lucky,2017,2,0.0,5859238,8127,2010s,Lucky
You Were Never Really Here,2017,1,0.0,5742374,8163,2010s,You Were Never Really Here
I Kill Giants,2017,3,0.0,4547194,8166,2010s,I Kill Giants
My Friend Dahmer,2017,1,0.0,2291540,8172,2010s,My Friend Dahmer
"Ritual, The",2017,0,0.0,5638642,8176,2010s,The Ritual
"Glass Castle, The",2017,3,0.0,2378507,8226,2010s,The Glass Castle
Baywatch,2017,1,0.0,1469304,8230,2010s,Baywatch
Fist Fight,2017,3,0.0,3401882,8231,2010s,Fist Fight
How to Be a Latin Lover,2017,2,0.0,4795124,8232,2010s,How to Be a Latin Lover
Petit paysan,2017,1,0.0,6805302,8250,2010s,Petit paysan
Flower,2017,3,0.0,2582784,8311,2010s,Flower
You Get Me,2017,3,0.0,5539054,8307,2010s,You Get Me
A Dog&#39;s Purpose,2017,1,0.0,1753383,8335,2010s,A Dog&#39;s Purpose
All Eyez On Me,2017,1,0.0,1666185,8336,2010s,All Eyez On Me
Sharknado 5: Global Swarming,2017,3,0.0,6298780,8353,2010s,Sharknado 5: Global Swarming
"Endless, The",2017,1,0.0,3986820,8357,2010s,The Endless
"Breadwinner, The",2017,3,0.0,3901826,8360,2010s,The Breadwinner
Diary of a Wimpy Kid: The Long Haul,2017,0,0.0,6003368,8371,2010s,Diary of a Wimpy Kid: The Long Haul
Canaries,2017,3,0.0,4082644,8374,2010s,Canaries
"Escape, The",2017,3,0.0,6069126,8379,2010s,The Escape
Djam,2017,3,0.0,6814914,8384,2010s,Djam
First Reformed,2017,1,0.0,6053438,8391,2010s,First Reformed
God&#39;s Own Country,2017,0,0.0,5635086,8394,2010s,God&#39;s Own Country
A Man Wanted (Hatooly Ragel),2017,2,1.0,6539420,8403,2010s,A Man Wanted (Hatooly Ragel)
"Mountain Between Us, The",2017,3,0.0,2226597,8408,2010s,The Mountain Between Us
That&#39;s Not Me,2017,3,0.0,4738802,8409,2010s,That&#39;s Not Me
Borg vs McEnroe,2017,1,0.0,5727282,8428,2010s,Borg vs McEnroe
MFKZ,2017,0,0.0,4717402,8448,2010s,MFKZ
Apostasy,2017,3,0.0,4729896,8449,2010s,Apostasy
Disobedience,2017,3,0.0,6108178,8471,2010s,Disobedience
Gemini,2017,3,0.0,5795086,8487,2010s,Gemini
Maximilian,2017,2,0.0,5833846,8595,2010s,Maximilian
Karera ga honki de amu toki wa (Close Knit),2017,3,0.0,5633706,8599,2010s,Karera ga honki de amu toki wa (Close Knit)
Signature Move,2017,3,0.0,5328952,8600,2010s,Signature Move
Embrasse-moi!,2017,3,0.0,6441072,8601,2010s,Embrasse-moi!
Mark Felt: The Man Who Brought Down the White House,2017,2,0.0,5175450,8621,2010s,Mark Felt: The Man Who Brought Down the White House
Godard Mon Amour,2017,1,0.0,5687334,8657,2010s,Godard Mon Amour
Ghost Stories,2017,1,0.0,5516328,8663,2010s,Ghost Stories
Rings,2017,2,0.0,498381,8669,2010s,Rings
"Wife, The",2017,3,0.0,3750872,8670,2010s,The Wife
Secret Superstar,2017,3,0.0,6108090,8697,2010s,Secret Superstar
El libro de Lila,2017,3,0.0,6870750,8707,2010s,El libro de Lila
Gekijoban Fairy Tail: Dragon Cry,2017,3,0.0,6548966,8712,2010s,Gekijoban Fairy Tail: Dragon Cry
Unicorn Store,2017,3,0.0,2338454,8726,2010s,Unicorn Store
Jusqu&#39;a la garde (Custody),2017,3,0.0,6002232,8751,2010s,Jusqu&#39;a la garde (Custody)
Posoki (Directions),2017,1,0.0,6467968,8752,2010s,Posoki (Directions)
"Bride, The",2017,3,0.0,6095090,8799,2010s,The Bride
Shelter,2017,3,0.0,6249434,8806,2010s,Shelter
Mr. Roosevelt,2017,3,0.0,6212496,9177,2010s,Mr. Roosevelt
Mary Shelley,2017,3,0.0,3906082,8831,2010s,Mary Shelley
Goon: Last of the Enforcers,2017,2,0.0,2417712,8846,2010s,Goon: Last of the Enforcers
War Machine,2017,0,0.0,4758646,8847,2010s,War Machine
Cold Skin,2017,0,0.0,1034385,8906,2010s,Cold Skin
Burning Sands,2017,2,0.0,5826432,8960,2010s,Burning Sands
Princess Cyd,2017,3,0.0,6053440,8998,2010s,Princess Cyd
Il demone di Laplace,2017,0,0.0,5791732,9010,2010s,Il demone di Laplace
Tigers Are Not Afraid,2017,0,0.0,4823434,9024,2010s,Tigers Are Not Afraid
OtherLife,2017,1,1.0,4693358,9072,2010s,OtherLife
Back to Burgundy (Ce que nous lie),2017,2,0.0,5247704,9102,2010s,Back to Burgundy (Ce que nous lie)
Bon Cop Bad Cop 2,2017,1,0.0,4738174,9105,2010s,Bon Cop Bad Cop 2
Euphoria,2017,3,0.0,5698320,9128,2010s,Euphoria
"Midwife, The",2017,3,0.0,5348236,9145,2010s,The Midwife
Sun Dogs,2017,2,0.0,5665452,9147,2010s,Sun Dogs
Anna and the Apocalypse,2017,3,0.0,6433880,9215,2010s,Anna and the Apocalypse
"Lears, The",2017,3,0.0,5651952,9231,2010s,The Lears
Western,2017,1,0.0,5157326,9236,2010s,Western
"Ant&oacute;nio Um, Dois, Tr&Ecirc;s",2017,3,0.0,6275840,9246,2010s,"Ant&oacute;nio Um, Dois, Tr&Ecirc;s"
Lean on Pete,2017,1,0.0,5340300,9392,2010s,Lean on Pete
"Cured, The",2017,3,0.0,3463106,9400,2010s,The Cured
A Royal Winter,2017,3,0.0,6387232,9422,2010s,A Royal Winter
Get My Gun,2017,3,0.0,5833412,9455,2010s,Get My Gun
Stephanie,2017,3,0.0,3829378,9459,2010s,Stephanie
12 feet deep,2017,3,0.0,5143226,9469,2010s,12 feet deep
"Beyond, The",2017,3,0.0,5723416,9554,2010s,The Beyond
What Did Jack Do?,2017,0,0.0,11644096,9622,2010s,What Did Jack Do?
"Bold Type, The",2017,3,0.0,6116060,9712,2010s,The Bold Type
Bigfoot: Blood Trap,2017,0,0.0,3901340,9734,2010s,Bigfoot: Blood Trap
Novitiate,2017,2,0.0,4513316,9856,2010s,Novitiate
Landline,2017,3,0.0,5737862,10045,2010s,Landline
"Female Brain, The",2017,3,0.0,5752360,10024,2010s,The Female Brain
Barbie Video Game Hero,2017,1,0.0,6185658,10053,2010s,Barbie Video Game Hero
Tragedy Girls,2017,3,0.0,3859272,10148,2010s,Tragedy Girls
Ocean&#39;s 8,2018,3,0.0,5164214,8280,2010s,Ocean&#39;s 8
Truth or Dare,2018,3,1.0,6772950,8347,2010s,Truth or Dare
Leave No Trace,2018,3,0.0,3892172,8421,2010s,Leave No Trace
Pacific Rim: Uprising,2018,3,0.0,2557478,8134,2010s,Pacific Rim: Uprising
Red Sparrow,2018,3,0.0,2873282,8145,2010s,Red Sparrow
Hereditary,2018,3,0.0,7784604,8305,2010s,Hereditary
Maze Runner: The Death Cure,2018,3,0.0,4500922,8056,2010s,Maze Runner: The Death Cure
Black Panther,2018,3,0.0,1825683,8058,2010s,Black Panther
Love per square foot,2018,3,0.0,7853242,8073,2010s,Love per square foot
Early Man,2018,1,0.0,4701724,8144,2010s,Early Man
Annihilation,2018,3,0.0,2798920,8077,2010s,Annihilation
Game Night,2018,3,0.0,2704998,8080,2010s,Game Night
"Cloverfield Paradox, The",2018,3,0.0,2548396,8082,2010s,The Cloverfield Paradox
"Love, Simon",2018,1,0.0,5164432,8142,2010s,"Love, Simon"
Hearts Beat Loud,2018,3,0.0,7158430,8091,2010s,Hearts Beat Loud
Z-O-M-B-I-E-S,2018,3,0.0,6878820,8199,2010s,Z-O-M-B-I-E-S
Isle of Dogs,2018,3,0.0,5104604,8137,2010s,Isle of Dogs
When We First Met,2018,2,0.0,5783956,8112,2010s,When We First Met
Tomb Raider,2018,3,0.0,1365519,8121,2010s,Tomb Raider
Ready Player One,2018,3,0.0,1677720,8125,2010s,Ready Player One
My Little Pony Equestria Girls: Forgotten Friendship,2018,3,0.0,7869818,8126,2010s,My Little Pony Equestria Girls: Forgotten Friendship
"Heiresses, The",2018,3,0.0,7875464,8128,2010s,The Heiresses
"Titan, The",2018,2,0.0,4986098,8151,2010s,The Titan
Life of the Party,2018,3,0.0,5619332,8277,2010s,Life of the Party
A Quiet Place,2018,1,0.0,6644200,8157,2010s,A Quiet Place
En guerre,2018,1,0.0,7555774,8276,2010s,En guerre
Avengers: Infinity War,2018,3,0.0,4154756,8178,2010s,Avengers: Infinity War
"Guernsey Literary and Potato Peel Pie Society, The",2018,3,0.0,1289403,8179,2010s,The Guernsey Literary and Potato Peel Pie Society
Sorry to Bother You,2018,1,0.0,5688932,8324,2010s,Sorry to Bother You
"Kissing Booth, The",2018,3,0.0,3799232,8214,2010s,The Kissing Booth
Pass Over,2018,0,0.0,7768846,8263,2010s,Pass Over
Deadpool 2,2018,2,0.0,5463162,8229,2010s,Deadpool 2
Au poste!,2018,0,0.0,7156222,8319,2010s,Au poste!
Ant-Man and the Wasp,2018,3,0.0,5095030,8318,2010s,Ant-Man and the Wasp
Tully,2018,3,1.0,5610554,8239,2010s,Tully
American Animals,2018,1,0.0,6212478,8317,2010s,American Animals
Solo: A Star Wars Story,2018,2,0.0,3778644,8246,2010s,Solo: A Star Wars Story
"Man Who Killed Don Quixote, The",2018,1,0.0,1318517,8247,2010s,The Man Who Killed Don Quixote
Tag,2018,3,1.0,2854926,8313,2010s,Tag
Incredibles 2,2018,3,0.0,3606756,8290,2010s,Incredibles 2
Kaala,2018,3,0.0,6929642,8310,2010s,Kaala
Alex Strangelove,2018,2,0.0,5688996,8298,2010s,Alex Strangelove
Set It Up,2018,3,0.0,5304992,8308,2010s,Set It Up
Jurassic World: Fallen Kingdom,2018,3,1.0,4881806,8302,2010s,Jurassic World: Fallen Kingdom
Mamma Mia! Here We Go Again,2018,3,0.0,6911608,8337,2010s,Mamma Mia! Here We Go Again
Mission Impossible: Fallout,2018,1,0.0,4912910,8342,2010s,Mission Impossible: Fallout
"First Purge , The",2018,3,0.0,6133466,8343,2010s,The First Purge 
Teen Titans Go! To the Movies,2018,3,0.0,7424200,8345,2010s,Teen Titans Go! To the Movies
Woman at War,2018,3,0.0,7279188,8349,2010s,Woman at War
Blindspotting,2018,1,0.0,7242142,8351,2010s,Blindspotting
Eighth Grade,2018,3,0.0,7014006,8359,2010s,Eighth Grade
"Spy Who Dumped Me, The",2018,3,0.0,6663582,8362,2010s,The Spy Who Dumped Me
Christopher Robin,2018,2,0.0,4575576,8364,2010s,Christopher Robin
I Feel Pretty,2018,3,0.0,6791096,8365,2010s,I Feel Pretty
BlacKkKlansman,2018,3,1.0,7349662,8368,2010s,BlacKkKlansman
"Meg, The",2018,3,0.0,4779682,8369,2010s,The Meg
Crazy Rich Asians,2018,3,0.0,3104988,8378,2010s,Crazy Rich Asians
"Darkest Minds, The",2018,3,0.0,4073790,8380,2010s,The Darkest Minds
Rampage,2018,3,0.0,2231461,8381,2010s,Rampage
Le monde est a toi,2018,2,0.0,6892462,8382,2010s,Le monde est a toi
Patient Zero,2018,1,0.0,3458254,8383,2010s,Patient Zero
To All the Boys I&#39;ve Loved Before,2018,3,0.0,3846674,8385,2010s,To All the Boys I&#39;ve Loved Before
Alpha,2018,0,0.0,4244998,8386,2010s,Alpha
Carmen y Lola,2018,3,0.0,7485508,8395,2010s,Carmen y Lola
6 Balloons,2018,3,0.0,6142496,8396,2010s,6 Balloons
Burning,2018,0,0.0,7282468,8397,2010s,Burning
Sheherazade,2018,3,1.0,8459250,8399,2010s,Sheherazade
"Wild Pear Tree, The",2018,2,1.0,6628102,8400,2010s,The Wild Pear Tree
Slender Man,2018,3,0.0,5690360,8407,2010s,Slender Man
"Predator, The",2018,1,0.0,3829266,8414,2010s,The Predator
A Simple Favor,2018,3,0.0,7040874,8420,2010s,A Simple Favor
My hero academia: Two heroes,2018,3,0.0,7745068,8422,2010s,My hero academia: Two heroes
Nappily Ever Aftet,2018,3,0.0,365545,8423,2010s,Nappily Ever Aftet
Johnny English Strikes Again,2018,1,0.0,6921996,8424,2010s,Johnny English Strikes Again
"House with a Clock in Its Walls, The",2018,1,0.0,2119543,8425,2010s,The House with a Clock in Its Walls
Smallfoot,2018,3,0.0,6182908,8427,2010s,Smallfoot
A Star Is Born,2018,3,0.0,1517451,8430,2010s,A Star Is Born
Venom,2018,1,0.0,1270797,8431,2010s,Venom
Red Joan,2018,3,0.0,7615302,9187,2010s,Red Joan
Blockers,2018,3,0.0,2531344,8433,2010s,Blockers
Sierra Burgess Is a Loser,2018,3,0.0,3120280,8434,2010s,Sierra Burgess Is a Loser
An Elephant Sitting Still (Da xiang xi di er zuo),2018,0,0.0,8020896,8443,2010s,An Elephant Sitting Still (Da xiang xi di er zuo)
Apostle,2018,3,0.0,6217306,8444,2010s,Apostle
First Man,2018,3,1.0,1213641,8445,2010s,First Man
Halloween,2018,3,0.0,1502407,8452,2010s,Halloween
"Girl in the Spider&#39;s Web, The",2018,3,0.0,5177088,8457,2010s,The Girl in the Spider&#39;s Web
A Wrinkle in Time,2018,3,0.0,1620680,8459,2010s,A Wrinkle in Time
Mandy,2018,2,0.0,6998518,8461,2010s,Mandy
Bohemian Rhapsody,2018,2,0.0,1727824,8462,2010s,Bohemian Rhapsody
Suspiria,2018,3,0.0,1034415,8465,2010s,Suspiria
Searching,2018,1,0.0,7668870,8472,2010s,Searching
En liberte!,2018,2,0.0,7534068,8474,2010s,En liberte!
Book Club,2018,3,0.0,6857166,8475,2010s,Book Club
Jefe,2018,2,0.0,7527538,8481,2010s,Jefe
Spider-Man : Into the Spider-Verse,2018,1,0.0,4633694,8523,2010s,Spider-Man : Into the Spider-Verse
Fantastic Beasts: The Crimes of Grindelwald,2018,2,0.0,4123430,8484,2010s,Fantastic Beasts: The Crimes of Grindelwald
Can You Ever Forgive Me?,2018,3,0.0,4595882,8485,2010s,Can You Ever Forgive Me?
Please Stand By,2018,3,0.0,4652650,8489,2010s,Please Stand By
"Favourite, The",2018,3,0.0,5083738,8490,2010s,The Favourite
Widows,2018,3,0.0,4218572,8491,2010s,Widows
Ralph Breaks the Internet,2018,3,0.0,5848272,8492,2010s,Ralph Breaks the Internet
Hold the Dark,2018,1,0.0,5057140,8495,2010s,Hold the Dark
Aquaman,2018,3,0.0,1477834,8522,2010s,Aquaman
"Ballad of Buster Scruggs, The",2018,1,0.0,6412452,8497,2010s,The Ballad of Buster Scruggs
"Hate U Give, The",2018,3,0.0,5580266,8498,2010s,The Hate U Give
Mid90s,2018,1,0.0,5613484,8499,2010s,Mid90s
Dog Days,2018,3,0.0,7365604,8521,2010s,Dog Days
Green Book,2018,1,0.0,6966692,8512,2010s,Green Book
Dumplin&#39;,2018,3,0.0,4878482,8514,2010s,Dumplin&#39;
Bella Ciao!,2018,3,0.0,5861756,8517,2010s,Bella Ciao!
Creed II,2018,3,0.0,6343314,8518,2010s,Creed II
Wildling,2018,3,0.0,5085924,8520,2010s,Wildling
Colette,2018,3,0.0,5437928,8567,2010s,Colette
Roma,2018,3,0.0,6155172,8571,2010s,Roma
Mortal Engines,2018,3,0.0,1571234,8572,2010s,Mortal Engines
Mary Queen of Scots,2018,3,0.0,2328900,8573,2010s,Mary Queen of Scots
Bird Box,2018,3,0.0,2737304,8574,2010s,Bird Box
Mary Poppins Returns,2018,3,0.0,5028340,8575,2010s,Mary Poppins Returns
Vice,2018,2,0.0,6266538,8577,2010s,Vice
"Old Man &amp; the Gun, The",2018,1,0.0,2837574,8578,2010s,The Old Man &amp; the Gun
Skate Kitchen,2018,3,0.0,7545566,8579,2010s,Skate Kitchen
Free Solo,2018,1,0.0,7775622,8580,2010s,Free Solo
Overboard,2018,3,0.0,1563742,8582,2010s,Overboard
Bumblebee,2018,3,1.0,4701182,8585,2010s,Bumblebee
On the Basis of Sex,2018,3,0.0,4669788,8587,2010s,On the Basis of Sex
If Beale Street Could Talk,2018,3,0.0,7125860,8588,2010s,If Beale Street Could Talk
Cold War,2018,3,1.0,6543652,8590,2010s,Cold War
Ben Is Back,2018,3,0.0,7545524,8591,2010s,Ben Is Back
Rafiki,2018,3,0.0,8286894,8596,2010s,Rafiki
L&#39;animale,2018,3,0.0,6169920,8597,2010s,L&#39;animale
"Miseducation of Cameron Post, The",2018,3,0.0,6257174,8598,2010s,The Miseducation of Cameron Post
Dude,2018,3,0.0,3458510,8608,2010s,Dude
Shoplifters,2018,3,0.0,8075192,8611,2010s,Shoplifters
Andid edlilega (And Breathe Normally),2018,3,0.0,6776106,8612,2010s,Andid edlilega (And Breathe Normally)
"Sisters Brothers, The",2018,1,0.0,4971344,8613,2010s,The Sisters Brothers
Stan &amp; Ollie,2018,3,0.0,3385524,8618,2010s,Stan &amp; Ollie
"Mule, The",2018,2,0.0,7959026,8626,2010s,The Mule
First Match,2018,3,0.0,6061074,8630,2010s,First Match
Cam,2018,3,0.0,8361028,8631,2010s,Cam
Dead in a Week: Or Your Money Back,2018,1,0.0,3525168,8635,2010s,Dead in a Week: Or Your Money Back
"Nutcracker and the Four Realms, The",2018,3,0.0,5523010,8637,2010s,The Nutcracker and the Four Realms
A private war,2018,1,0.0,2368254,8651,2010s,A private war
"Miracle Season, The",2018,3,0.0,5427194,8654,2010s,The Miracle Season
Assassination Nation,2018,3,0.0,6205872,8656,2010s,Assassination Nation
Greta,2018,3,0.0,2639336,8658,2010s,Greta
La chute de l&#39;empire americain,2018,1,0.0,7231342,8660,2010s,La chute de l&#39;empire americain
Instant Family,2018,3,0.0,7401588,8661,2010s,Instant Family
Vox Lux,2018,3,0.0,5960374,8662,2010s,Vox Lux
Quien te cantara,2018,3,0.0,6485304,8667,2010s,Quien te cantara
Robin Hood,2018,1,0.0,4532826,8671,2010s,Robin Hood
Don&#39;t Leave Home,2018,3,0.0,6842126,8674,2010s,Don&#39;t Leave Home
Bullitt County,2018,3,0.0,6140148,8678,2010s,Bullitt County
Destination Wedding,2018,0,0.0,6987770,8683,2010s,Destination Wedding
"Death and Life of John F. Donovan, The",2018,2,0.0,4042818,8688,2010s,The Death and Life of John F. Donovan
Destroyer,2018,3,1.0,7137380,8690,2010s,Destroyer
Tito e os Passaros,2018,1,0.0,8327492,8708,2010s,Tito e os Passaros
My Little Pony Equestria Girls: Rollercoaster of Friendship,2018,3,0.0,8717590,8711,2010s,My Little Pony Equestria Girls: Rollercoaster of Friendship
"Front Runner, The",2018,2,0.0,7074886,8713,2010s,The Front Runner
Wild Rose,2018,3,0.0,5117428,8714,2010s,Wild Rose
They Shall Not Grow Old,2018,0,0.0,7905466,8715,2010s,They Shall Not Grow Old
Say My Name,2018,3,1.0,7250378,8718,2010s,Say My Name
Jonathan,2018,1,0.0,5639446,8724,2010s,Jonathan
Andhadhun,2018,2,1.0,8108198,8730,2010s,Andhadhun
Den of thieves,2018,2,0.0,1259528,8733,2010s,Den of thieves
Jane Fonda in Five Acts,2018,3,0.0,7689958,8734,2010s,Jane Fonda in Five Acts
You,2018,3,0.0,7335184,8743,2010s,You
Raazi,2018,3,0.0,7098658,8754,2010s,Raazi
Deslembro,2018,3,0.0,8900098,8757,2010s,Deslembro
It&#39;s a Beautiful Day,2018,0,0.0,8457260,8762,2010s,It&#39;s a Beautiful Day
"Honor List, The",2018,3,0.0,7237666,8780,2010s,The Honor List
Genese,2018,0,0.0,8287690,8785,2010s,Genese
Deep Murder,2018,3,1.0,6975598,8788,2010s,Deep Murder
I Like Me,2018,3,0.0,7134690,8792,2010s,I Like Me
Swiped,2018,2,0.0,4867110,8797,2010s,Swiped
Float Like A Butterfly,2018,3,1.0,7636672,8802,2010s,Float Like A Butterfly
Black 47,2018,1,0.0,3208026,8803,2010s,Black 47
Support the Girls,2018,3,0.0,6859352,8809,2010s,Support the Girls
Sgt. Stubby: An American Hero,2018,0,0.0,5314190,8822,2010s,Sgt. Stubby: An American Hero
Boy Erased,2018,1,0.0,7008872,8832,2010s,Boy Erased
McQueen,2018,0,0.0,6510332,8833,2010s,McQueen
Bad Times at the El Royale,2018,2,1.0,6628394,8839,2010s,Bad Times at the El Royale
Second Act,2018,1,0.0,2126357,8851,2010s,Second Act
fifty shade freed,2018,1,0.0,4477536,8858,2010s,fifty shade freed
Lords of Chaos,2018,0,0.0,4669296,8878,2010s,Lords of Chaos
Welcome to Marwen,2018,2,0.0,3289724,8885,2010s,Welcome to Marwen
NIght School,2018,3,0.0,6781982,8890,2010s,NIght School
"Chaperone, The",2018,3,0.0,2690226,8921,2010s,The Chaperone
In Fabric,2018,3,0.0,7464188,8931,2010s,In Fabric
Les invisibles,2018,3,0.0,8633950,8938,2010s,Les invisibles
Simmba,2018,1,0.0,7212726,8961,2010s,Simmba
"Happytime Murders, The",2018,3,0.0,1308728,8977,2010s,The Happytime Murders
Meio Irmao,2018,3,0.0,6678876,9011,2010s,Meio Irmao
Egg,2018,3,0.0,7317324,9012,2010s,Egg
La camarista,2018,3,0.0,8331988,9019,2010s,La camarista
Constantine: City of Demons,2018,2,0.0,6404896,9020,2010s,Constantine: City of Demons
"Public, The",2018,3,1.0,3294746,9032,2010s,The Public
Agapornis,2018,3,0.0,8479120,9061,2010s,Agapornis
Saints Rest,2018,3,0.0,5936578,9066,2010s,Saints Rest
Tyler Perry&#39;s Acrimony,2018,1,0.0,6063050,9074,2010s,Tyler Perry&#39;s Acrimony
Senses 1&amp;2,2018,3,0.0,10174382,9077,2010s,Senses 1&amp;2
Braven,2018,3,1.0,5001754,9111,2010s,Braven
We Have Always Lived in the Castle,2018,3,0.0,5952138,9116,2010s,We Have Always Lived in the Castle
